# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3879511	3880131	+							Q8725_RS18515	621		old_locus_tag=Q8725_18520
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3879511	3880131	+	WP_004851306.1	WP_004851306.1		malonate decarboxylase holo-ACP synthase			Q8725_RS18515	621	206	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3880128	3881030	+					mdcH		Q8725_RS18520	903		old_locus_tag=Q8725_18525
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3880128	3881030	+	WP_004851308.1	WP_004851308.1		malonate decarboxylase subunit epsilon	mdcH		Q8725_RS18520	903	300	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3881020	3881946	-							Q8725_RS18525	927		old_locus_tag=Q8725_18530
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3881020	3881946	-	WP_139530506.1	WP_139530506.1		LysR substrate-binding domain-containing protein			Q8725_RS18525	927	308	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3882160	3883770	-					mqo		Q8725_RS18530	1611		old_locus_tag=Q8725_18535
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3882160	3883770	-	WP_305879072.1	WP_305879072.1		malate dehydrogenase (quinone)	mqo		Q8725_RS18530	1611	536	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3884116	3885021	-							Q8725_RS18535	906		old_locus_tag=Q8725_18540
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3884116	3885021	-	WP_182409083.1	WP_182409083.1		N-acetylmuramic acid 6-phosphate etherase			Q8725_RS18535	906	301	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3885253	3885993	-							Q8725_RS18540	741		old_locus_tag=Q8725_18545
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3885253	3885993	-	WP_004851314.1	WP_004851314.1		SDR family oxidoreductase			Q8725_RS18540	741	246	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3886101	3887024	+							Q8725_RS18545	924		old_locus_tag=Q8725_18550
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3886101	3887024	+	WP_004851316.1	WP_004851316.1		LysR family transcriptional regulator			Q8725_RS18545	924	307	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3887105	3888718	+							Q8725_RS18550	1614		old_locus_tag=Q8725_18555
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3887105	3888718	+	WP_182012424.1	WP_182012424.1		sensor histidine kinase			Q8725_RS18550	1614	537	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3888715	3889434	+					dcuR		Q8725_RS18555	720		old_locus_tag=Q8725_18560
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3888715	3889434	+	WP_004851320.1	WP_004851320.1		two-component system response regulator DcuR	dcuR		Q8725_RS18555	720	239	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3889415	3890365	-							Q8725_RS18560	951		old_locus_tag=Q8725_18565
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3889415	3890365	-	WP_109213137.1	WP_109213137.1		FAD:protein FMN transferase			Q8725_RS18560	951	316	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3890433	3893210	-							Q8725_RS18565	2778		old_locus_tag=Q8725_18570
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3890433	3893210	-	WP_305878597.1	WP_305878597.1		flavocytochrome c			Q8725_RS18565	2778	925	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3893838	3895343	+							Q8725_RS18570	1506		old_locus_tag=Q8725_18575
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3893838	3895343	+	WP_004851326.1	WP_004851326.1		anion permease			Q8725_RS18570	1506	501	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3895396	3897051	+					fumA		Q8725_RS18575	1656		old_locus_tag=Q8725_18580
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3895396	3897051	+	WP_009654749.1	WP_009654749.1		class I fumarate hydratase FumA	fumA		Q8725_RS18575	1656	551	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3897135	3897518	-					pcaC		Q8725_RS18580	384		old_locus_tag=Q8725_18585
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3897135	3897518	-	WP_004851330.1	WP_004851330.1		4-carboxymuconolactone decarboxylase	pcaC		Q8725_RS18580	384	127	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3897508	3898275	-					pcaD		Q8725_RS18585	768		old_locus_tag=Q8725_18590
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3897508	3898275	-	WP_004851332.1	WP_004851332.1		3-oxoadipate enol-lactonase	pcaD		Q8725_RS18585	768	255	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3898265	3899617	-							Q8725_RS18590	1353		old_locus_tag=Q8725_18595
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3898265	3899617	-	WP_109213133.1	WP_109213133.1		3-carboxy-cis,cis-muconate cycloisomerase			Q8725_RS18590	1353	450	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3899627	3900829	-					pcaF		Q8725_RS18595	1203		old_locus_tag=Q8725_18600
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3899627	3900829	-	WP_004851337.1	WP_004851337.1		3-oxoadipyl-CoA thiolase	pcaF		Q8725_RS18595	1203	400	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3900840	3901496	-							Q8725_RS18600	657		old_locus_tag=Q8725_18605
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3900840	3901496	-	WP_197664320.1	WP_197664320.1		3-oxoacid CoA-transferase subunit B			Q8725_RS18600	657	218	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3901507	3902193	-							Q8725_RS18605	687		old_locus_tag=Q8725_18610
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3901507	3902193	-	WP_086531018.1	WP_086531018.1		3-oxoacid CoA-transferase subunit A			Q8725_RS18605	687	228	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3902361	3903167	+							Q8725_RS18610	807		old_locus_tag=Q8725_18615
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3902361	3903167	+	WP_004851343.1	WP_004851343.1		IclR family transcriptional regulator C-terminal domain-containing protein			Q8725_RS18610	807	268	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3903164	3903727	-					smrA		Q8725_RS18615	564		old_locus_tag=Q8725_18620
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3903164	3903727	-	WP_305878598.1	WP_305878598.1		DNA endonuclease SmrA	smrA		Q8725_RS18615	564	187	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3903810	3904718	-							Q8725_RS18620	909		old_locus_tag=Q8725_18625
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3903810	3904718	-	WP_004851348.1	WP_004851348.1		LysR family transcriptional regulator			Q8725_RS18620	909	302	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3904885	3906195	+							Q8725_RS18625	1311		old_locus_tag=Q8725_18630
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3904885	3906195	+	WP_004851350.1	WP_004851350.1		M20 family metallo-hydrolase			Q8725_RS18625	1311	436	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3906195	3907640	+							Q8725_RS18630	1446		old_locus_tag=Q8725_18635
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3906195	3907640	+	WP_004851352.1	WP_004851352.1		M20 family metallopeptidase			Q8725_RS18630	1446	481	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3907753	3909279	+					abgT		Q8725_RS18635	1527		old_locus_tag=Q8725_18640
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3907753	3909279	+	WP_004851355.1	WP_004851355.1		p-aminobenzoyl-glutamate transporter	abgT		Q8725_RS18635	1527	508	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3909734	3910249	+					ogt		Q8725_RS18640	516		old_locus_tag=Q8725_18645
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3909734	3910249	+	WP_004851361.1	WP_004851361.1		methylated-DNA--[protein]-cysteine S-methyltransferase	ogt		Q8725_RS18640	516	171	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3910444	3911196	+					fnr		Q8725_RS18645	753		old_locus_tag=Q8725_18650
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3910444	3911196	+	WP_004851364.1	WP_004851364.1		fumarate/nitrate reduction transcriptional regulator Fnr	fnr		Q8725_RS18645	753	250	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3911334	3912284	+					uspE		Q8725_RS18650	951		old_locus_tag=Q8725_18655
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3911334	3912284	+	WP_004851366.1	WP_004851366.1		universal stress protein UspE	uspE		Q8725_RS18650	951	316	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3912413	3912601	-							Q8725_RS18655	189		old_locus_tag=Q8725_18660
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3912413	3912601	-	WP_004851368.1	WP_004851368.1		YdiH family protein			Q8725_RS18655	189	62	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3912746	3914134	-					pntB		Q8725_RS18660	1389		old_locus_tag=Q8725_18665
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3912746	3914134	-	WP_004851370.1	WP_004851370.1		Re/Si-specific NAD(P)(+) transhydrogenase subunit beta	pntB		Q8725_RS18660	1389	462	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3914145	3915674	-					pntA		Q8725_RS18665	1530		old_locus_tag=Q8725_18670
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3914145	3915674	-	WP_004851372.1	WP_004851372.1		Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha	pntA		Q8725_RS18665	1530	509	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3916197	3917147	+					ydgH		Q8725_RS18675	951		old_locus_tag=Q8725_18680
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3916197	3917147	+	WP_004851373.1	WP_004851373.1		DUF1471 family protein YdgH	ydgH		Q8725_RS18675	951	316	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3917327	3918709	+							Q8725_RS18680	1383		old_locus_tag=Q8725_18685
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3917327	3918709	+	WP_197664294.1	WP_197664294.1		amino acid permease			Q8725_RS18680	1383	460	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3918746	3919471	+					folM		Q8725_RS18685	726		old_locus_tag=Q8725_18690
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3918746	3919471	+	WP_004851378.1	WP_004851378.1		dihydromonapterin reductase	folM		Q8725_RS18685	726	241	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3919468	3919803	-							Q8725_RS18690	336		old_locus_tag=Q8725_18695
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3919468	3919803	-	WP_139530494.1	WP_139530494.1		GlpM family protein			Q8725_RS18690	336	111	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3920830	3921177	+					iraM		Q8725_RS18695	348		old_locus_tag=Q8725_18700
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3920830	3921177	+	WP_197664293.1	WP_197664293.1		anti-adapter protein IraM	iraM		Q8725_RS18695	348	115	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3921526	3922242	+					rstA		Q8725_RS18700	717		old_locus_tag=Q8725_18705
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3921526	3922242	+	WP_004851385.1	WP_004851385.1		two-component system response regulator RstA	rstA		Q8725_RS18700	717	238	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3922652	3924424	+							Q8725_RS18705	1773		old_locus_tag=Q8725_18710
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3922652	3924424	+	WP_009654688.1	WP_009654688.1		EAL domain-containing protein			Q8725_RS18705	1773	590	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3924513	3924995	+							Q8725_RS18710	483		old_locus_tag=Q8725_18715
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3924513	3924995	+	WP_197664292.1	WP_197664292.1		glutathione peroxidase			Q8725_RS18710	483	160	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3925173	3925862	-							Q8725_RS18715	690		old_locus_tag=Q8725_18720
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3925173	3925862	-	WP_009654787.1	WP_009654787.1		VIT family protein			Q8725_RS18715	690	229	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3926181	3927482	+					rstB		Q8725_RS18720	1302		old_locus_tag=Q8725_18725
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3926181	3927482	+	WP_004851395.1	WP_004851395.1		two-component system sensor histidine kinase RstB	rstB		Q8725_RS18720	1302	433	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3927558	3928490	+					tus		Q8725_RS18725	933		old_locus_tag=Q8725_18730
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3927558	3928490	+	WP_009654718.1	WP_009654718.1		DNA replication terminus site-binding protein	tus		Q8725_RS18725	933	310	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3928480	3929880	-					fumC		Q8725_RS18730	1401		old_locus_tag=Q8725_18735
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3928480	3929880	-	WP_004851399.1	WP_004851399.1		class II fumarate hydratase	fumC		Q8725_RS18730	1401	466	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3930022	3931668	-					fumA		Q8725_RS18735	1647		old_locus_tag=Q8725_18740
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3930022	3931668	-	WP_009654773.1	WP_009654773.1		class I fumarate hydratase FumA	fumA		Q8725_RS18735	1647	548	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3931866	3933044	+					manA		Q8725_RS18740	1179		old_locus_tag=Q8725_18745
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3931866	3933044	+	WP_042928666.1	WP_042928666.1		mannose-6-phosphate isomerase	manA		Q8725_RS18740	1179	392	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3933143	3934705	+							Q8725_RS18745	1563		old_locus_tag=Q8725_18750
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3933143	3934705	+	WP_004851405.1	WP_004851405.1		YdgA family protein			Q8725_RS18745	1563	520	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3934731	3935759	-							Q8725_RS18750	1029		old_locus_tag=Q8725_18755
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3934731	3935759	-	WP_004851407.1	WP_004851407.1		Mal regulon transcriptional regulator MalI			Q8725_RS18750	1029	342	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3935934	3937526	+					malX		Q8725_RS18755	1593		old_locus_tag=Q8725_18760
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3935934	3937526	+	WP_305878599.1	WP_305878599.1		maltose/glucose-specific PTS transporter subunit IIBC	malX		Q8725_RS18755	1593	530	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3937574	3938746	+							Q8725_RS18760	1173		old_locus_tag=Q8725_18765
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3937574	3938746	+	WP_014229581.1	WP_014229581.1		MalY/PatB family protein			Q8725_RS18760	1173	390	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3938929	3939132	+					ydfZ		Q8725_RS18765	204		old_locus_tag=Q8725_18770
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3938929	3939132	+	WP_004851411.1	WP_004851411.1		putative selenium delivery protein YdfZ	ydfZ		Q8725_RS18765	204	67	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3939321	3940532	+					yedE		Q8725_RS18770	1212		old_locus_tag=Q8725_18775
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3939321	3940532	+	WP_004851413.1	WP_004851413.1		selenium metabolism membrane protein YedE/FdhT	yedE		Q8725_RS18770	1212	403	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3940529	3940762	+					yedF		Q8725_RS18775	234		old_locus_tag=Q8725_18780
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3940529	3940762	+	WP_004102619.1	WP_004102619.1		sulfurtransferase-like selenium metabolism protein YedF	yedF		Q8725_RS18775	234	77	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3940848	3941663	-					metQ		Q8725_RS18780	816		old_locus_tag=Q8725_18785
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3940848	3941663	-	WP_182409091.1	WP_182409091.1		methionine ABC transporter substrate-binding lipoprotein MetQ	metQ		Q8725_RS18780	816	271	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3941935	3942936	+					add		Q8725_RS18785	1002		old_locus_tag=Q8725_18790
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3941935	3942936	+	WP_004851418.1	WP_004851418.1		adenosine deaminase	add		Q8725_RS18785	1002	333	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3943007	3944047	-							Q8725_RS18790	1041		old_locus_tag=Q8725_18795
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3943007	3944047	-	WP_004851420.1	WP_004851420.1		oxidoreductase			Q8725_RS18790	1041	346	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3944235	3944384	+					blr		Q8725_RS18795	150		old_locus_tag=Q8725_18800
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3944235	3944384	+	WP_014229585.1	WP_014229585.1		division septum protein Blr	blr		Q8725_RS18795	150	49	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3944488	3945858	+							Q8725_RS18800	1371		old_locus_tag=Q8725_18805
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3944488	3945858	+	WP_154062103.1	WP_154062103.1		GH1 family beta-glucosidase			Q8725_RS18800	1371	456	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3946078	3946293	+					ydgT		Q8725_RS18805	216		old_locus_tag=Q8725_18810
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3946078	3946293	+	WP_004134363.1	WP_004134363.1		transcription modulator YdgT	ydgT		Q8725_RS18805	216	71	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3946373	3946813	+							Q8725_RS18810	441		old_locus_tag=Q8725_18815
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3946373	3946813	+	WP_004851426.1	WP_004851426.1		DUF2569 domain-containing protein			Q8725_RS18810	441	146	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3946891	3947472	+					rsxA		Q8725_RS18815	582		old_locus_tag=Q8725_18820
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3946891	3947472	+	WP_004102633.1	WP_004102633.1		electron transport complex subunit RsxA	rsxA		Q8725_RS18815	582	193	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3947472	3948050	+					rsxB		Q8725_RS18820	579		old_locus_tag=Q8725_18825
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3947472	3948050	+	WP_004851428.1	WP_004851428.1		electron transport complex subunit RsxB	rsxB		Q8725_RS18820	579	192	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3948043	3950229	+					rsxC		Q8725_RS18825	2187		old_locus_tag=Q8725_18830
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3948043	3950229	+	WP_032743211.1	WP_032743211.1		electron transport complex subunit RsxC	rsxC		Q8725_RS18825	2187	728	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3950230	3951282	+					rsxD		Q8725_RS18830	1053		old_locus_tag=Q8725_18835
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3950230	3951282	+	WP_042928663.1	WP_042928663.1		electron transport complex subunit RsxD	rsxD		Q8725_RS18830	1053	350	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3951293	3951913	+					rsxG		Q8725_RS18835	621		old_locus_tag=Q8725_18840
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3951293	3951913	+	WP_004851434.1	WP_004851434.1		electron transport complex subunit RsxG	rsxG		Q8725_RS18835	621	206	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3951917	3952624	+							Q8725_RS18840	708		old_locus_tag=Q8725_18845
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3951917	3952624	+	WP_004851436.1	WP_004851436.1		electron transport complex subunit E			Q8725_RS18840	708	235	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3952617	3953252	+					nth		Q8725_RS18845	636		old_locus_tag=Q8725_18850
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3952617	3953252	+	WP_049075086.1	WP_049075086.1		endonuclease III	nth		Q8725_RS18845	636	211	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3953850	3955355	+					dtpA		Q8725_RS18850	1506		old_locus_tag=Q8725_18855
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3953850	3955355	+	WP_032721458.1	WP_032721458.1		dipeptide/tripeptide permease DtpA	dtpA		Q8725_RS18850	1506	501	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3955464	3956069	+					gstA		Q8725_RS18855	606		old_locus_tag=Q8725_18860
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3955464	3956069	+	WP_004851441.1	WP_004851441.1		glutathione transferase GstA	gstA		Q8725_RS18855	606	201	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3956117	3956977	-					pdxY		Q8725_RS18860	861		old_locus_tag=Q8725_18865
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3956117	3956977	-	WP_305878600.1	WP_305878600.1		pyridoxal kinase PdxY	pdxY		Q8725_RS18860	861	286	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3957039	3958313	-					tyrS		Q8725_RS18865	1275		old_locus_tag=Q8725_18870
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3957039	3958313	-	WP_004851444.1	WP_004851444.1		tyrosine--tRNA ligase	tyrS		Q8725_RS18865	1275	424	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3958692	3959348	-					pdxH		Q8725_RS18870	657		old_locus_tag=Q8725_18875
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3958692	3959348	-	WP_004851446.1	WP_004851446.1		pyridoxamine 5'-phosphate oxidase	pdxH		Q8725_RS18870	657	218	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3959406	3959729	-					mliC		Q8725_RS18875	324		old_locus_tag=Q8725_18880
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3959406	3959729	-	WP_077598997.1	WP_077598997.1		C-type lysozyme inhibitor	mliC		Q8725_RS18875	324	107	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3959822	3960946	-					anmK		Q8725_RS18880	1125		old_locus_tag=Q8725_18885
CDS	with_protein	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3959822	3960946	-	WP_197664290.1	WP_197664290.1		anhydro-N-acetylmuramic acid kinase	anmK		Q8725_RS18880	1125	374	
gene	protein_coding	GCF_030717465.1	Primary Assembly	chromosome		NZ_CP132016.1	3961218	3961685	+					slyB		Q8725_RS18885	468		old_locus_tag=Q8725_18890
