# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3788124	3789182	+	WP_010929807.1	WP_010929807.1		MBL fold metallo-hydrolase			BHR50_RS18330	1059	352	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3789206	3790156	-							BHR50_RS18335	951		old_locus_tag=BHR50_18075
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3789206	3790156	-	WP_005012067.1	WP_005012067.1		IS481-like element IS481 family transposase			BHR50_RS18335	951	316	
gene	pseudogene	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3790256	3791092	+							BHR50_RS18340	837		partial;pseudo;old_locus_tag=BHR50_18080
CDS	without_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3790256	3791092	+				acyl-CoA dehydrogenase family protein			BHR50_RS18340	837		partial;pseudo
gene	pseudogene	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3791131	3792990	+					aceK		BHR50_RS18345	1860		pseudo;old_locus_tag=BHR50_18085
CDS	without_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3791131	3792990	+				bifunctional isocitrate dehydrogenase kinase/phosphatase	aceK		BHR50_RS18345	1860		pseudo
gene	pseudogene	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3793025	3794207	+							BHR50_RS18350	1183		pseudo;old_locus_tag=BHR50_18090
CDS	without_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3793025	3794207	+				acetyl-CoA C-acetyltransferase			BHR50_RS18350	1183		pseudo
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3794308	3795915	+							BHR50_RS18355	1608		old_locus_tag=BHR50_18095
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3794308	3795915	+	WP_003815953.1	WP_003815953.1		carboxyl transferase domain-containing protein			BHR50_RS18355	1608	535	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3795962	3797983	+							BHR50_RS18360	2022		old_locus_tag=BHR50_18100
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3795962	3797983	+	WP_010929810.1	WP_010929810.1		acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha			BHR50_RS18360	2022	673	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3798012	3798257	-							BHR50_RS18365	246		old_locus_tag=BHR50_18105
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3798012	3798257	-	WP_003815955.1	WP_003815955.1		DUF1653 domain-containing protein			BHR50_RS18365	246	81	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3798271	3799461	-							BHR50_RS18370	1191		old_locus_tag=BHR50_18110
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3798271	3799461	-	WP_004565905.1	WP_004565905.1		acetylornithine transaminase			BHR50_RS18370	1191	396	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3799657	3800622	+							BHR50_RS18375	966		old_locus_tag=BHR50_18115
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3799657	3800622	+	WP_010929811.1	WP_010929811.1		tripartite tricarboxylate transporter substrate binding protein			BHR50_RS18375	966	321	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3800645	3801784	-							BHR50_RS18380	1140		old_locus_tag=BHR50_18120
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3800645	3801784	-	WP_010929812.1	WP_010929812.1		DSD1 family PLP-dependent enzyme			BHR50_RS18380	1140	379	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3801996	3802958	+							BHR50_RS18385	963		old_locus_tag=BHR50_18125
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3801996	3802958	+	WP_010929813.1	WP_010929813.1		TAXI family TRAP transporter solute-binding subunit			BHR50_RS18385	963	320	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3803082	3805106	+							BHR50_RS18390	2025		old_locus_tag=BHR50_18130
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3803082	3805106	+	WP_010929814.1	WP_010929814.1		TRAP transporter permease			BHR50_RS18390	2025	674	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3805303	3807546	+							BHR50_RS18395	2244		old_locus_tag=BHR50_18135
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3805303	3807546	+	WP_010929815.1	WP_010929815.1		TonB-dependent hemoglobin/transferrin/lactoferrin family receptor			BHR50_RS18395	2244	747	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3807825	3808283	+							BHR50_RS18400	459		old_locus_tag=BHR50_18140
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3807825	3808283	+	WP_003815964.1	WP_003815964.1		DUF494 domain-containing protein			BHR50_RS18400	459	152	
gene	pseudogene	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3808300	3809224	+					gluQRS		BHR50_RS18405	925		pseudo;old_locus_tag=BHR50_18145
CDS	without_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3808300	3809224	+				tRNA glutamyl-Q(34) synthetase GluQRS	gluQRS		BHR50_RS18405	925		pseudo
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3809211	3811832	-							BHR50_RS18410	2622		old_locus_tag=BHR50_18150
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3809211	3811832	-	WP_010929816.1	WP_010929816.1		GDYXXLXY domain-containing protein			BHR50_RS18410	2622	873	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3811896	3814523	+							BHR50_RS18415	2628		old_locus_tag=BHR50_18155
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3811896	3814523	+	WP_010929817.1	WP_010929817.1		DNA topoisomerase III			BHR50_RS18415	2628	875	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3814675	3815739	+							BHR50_RS18420	1065		old_locus_tag=BHR50_18160
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3814675	3815739	+	WP_010929818.1	WP_010929818.1		ABC transporter substrate-binding protein			BHR50_RS18420	1065	354	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3815739	3816509	+							BHR50_RS18425	771		old_locus_tag=BHR50_18165
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3815739	3816509	+	WP_020699616.1	WP_020699616.1		ABC transporter ATP-binding protein			BHR50_RS18425	771	256	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3816518	3817351	+							BHR50_RS18430	834		old_locus_tag=BHR50_18170
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3816518	3817351	+	WP_010929819.1	WP_010929819.1		ABC transporter permease			BHR50_RS18430	834	277	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3817364	3818143	+							BHR50_RS18435	780		old_locus_tag=BHR50_18175
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3817364	3818143	+	WP_003818225.1	WP_003818225.1		SDR family oxidoreductase			BHR50_RS18435	780	259	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3818217	3819650	+							BHR50_RS18440	1434		old_locus_tag=BHR50_18180
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3818217	3819650	+	WP_010929820.1	WP_010929820.1		aldehyde dehydrogenase family protein			BHR50_RS18440	1434	477	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3819678	3820436	+							BHR50_RS18445	759		old_locus_tag=BHR50_18185
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3819678	3820436	+	WP_010929821.1	WP_010929821.1		SDR family oxidoreductase			BHR50_RS18445	759	252	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3820492	3822342	-					ilvB		BHR50_RS18450	1851		old_locus_tag=BHR50_18190
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3820492	3822342	-	WP_010929822.1	WP_010929822.1		biosynthetic-type acetolactate synthase large subunit	ilvB		BHR50_RS18450	1851	616	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3822436	3822912	+							BHR50_RS18455	477		old_locus_tag=BHR50_18195
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3822436	3822912	+	WP_010929823.1	WP_010929823.1		Lrp/AsnC family transcriptional regulator			BHR50_RS18455	477	158	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3822929	3823849	-							BHR50_RS18460	921		old_locus_tag=BHR50_18200
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3822929	3823849	-	WP_023853391.1	WP_023853391.1		bestrophin family protein			BHR50_RS18460	921	306	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3823956	3824456	+							BHR50_RS18465	501		old_locus_tag=BHR50_18205
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3823956	3824456	+	WP_003818232.1	WP_003818232.1		SET domain-containing protein-lysine N-methyltransferase			BHR50_RS18465	501	166	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3824830	3825522	+					ribB		BHR50_RS18470	693		old_locus_tag=BHR50_18210
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3824830	3825522	+	WP_010929826.1	WP_010929826.1		3,4-dihydroxy-2-butanone-4-phosphate synthase	ribB		BHR50_RS18470	693	230	
gene	pseudogene	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3825536	3825733	-							BHR50_RS18475	198		partial;pseudo;old_locus_tag=BHR50_18215
CDS	without_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3825536	3825733	-				nucleoside 2-deoxyribosyltransferase			BHR50_RS18475	198		partial;pseudo
gene	pseudogene	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3825831	3826780	+							BHR50_RS18480	950		pseudo;old_locus_tag=BHR50_18220
CDS	without_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3825831	3826780	+				IS481-like element IS481 family transposase			BHR50_RS18480	950		pseudo
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3826777	3830550	-					metH		BHR50_RS18485	3774		old_locus_tag=BHR50_18225
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3826777	3830550	-	WP_010931556.1	WP_010931556.1		methionine synthase	metH		BHR50_RS18485	3774	1257	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3830887	3832776	+							BHR50_RS18490	1890		old_locus_tag=BHR50_18230
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3830887	3832776	+	WP_010931557.1	WP_010931557.1		TonB-dependent receptor			BHR50_RS18490	1890	629	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3832788	3833681	+							BHR50_RS18495	894		old_locus_tag=BHR50_18235
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3832788	3833681	+	WP_010931558.1	WP_010931558.1		cobalamin-binding protein			BHR50_RS18495	894	297	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3833785	3834582	+							BHR50_RS18500	798		old_locus_tag=BHR50_18240
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3833785	3834582	+	WP_010931559.1	WP_010931559.1		thiazole synthase			BHR50_RS18500	798	265	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3834579	3835430	+					thiD		BHR50_RS18505	852		old_locus_tag=BHR50_18245
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3834579	3835430	+	WP_010931560.1	WP_010931560.1		bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	thiD		BHR50_RS18505	852	283	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3835492	3836172	+							BHR50_RS18510	681		old_locus_tag=BHR50_18250
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3835492	3836172	+	WP_003817656.1	WP_003817656.1		protein-L-isoaspartate O-methyltransferase			BHR50_RS18510	681	226	
gene	pseudogene	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3836176	3837495	+							BHR50_RS18520	1320		pseudo;old_locus_tag=BHR50_18260
CDS	without_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3836176	3837495	+				TolC family outer membrane protein			BHR50_RS18520	1320		pseudo
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3837516	3838004	-					rfaE2		BHR50_RS18525	489		old_locus_tag=BHR50_18265
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3837516	3838004	-	WP_003815102.1	WP_003815102.1		D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase	rfaE2		BHR50_RS18525	489	162	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3838286	3839302	+							BHR50_RS18530	1017		old_locus_tag=BHR50_18270
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3838286	3839302	+	WP_010931561.1	WP_010931561.1		IS110-like element IS1663 family transposase			BHR50_RS18530	1017	338	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3839494	3840597	+							BHR50_RS18535	1104		old_locus_tag=BHR50_18275
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3839494	3840597	+	WP_003807735.1	WP_003807735.1		AI-2E family transporter			BHR50_RS18535	1104	367	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3840684	3841448	+							BHR50_RS18540	765		old_locus_tag=BHR50_18280
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3840684	3841448	+	WP_010931562.1	WP_010931562.1		phytanoyl-CoA dioxygenase family protein			BHR50_RS18540	765	254	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3841570	3842760	+					kch		BHR50_RS18545	1191		old_locus_tag=BHR50_18285
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3841570	3842760	+	WP_010931563.1	WP_010931563.1		voltage-gated potassium channel protein	kch		BHR50_RS18545	1191	396	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3842757	3843707	-							BHR50_RS18550	951		old_locus_tag=BHR50_18290
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3842757	3843707	-	WP_010929591.1	WP_010929591.1		IS481-like element IS481 family transposase			BHR50_RS18550	951	316	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3844465	3844842	+					rpsL		BHR50_RS18560	378		old_locus_tag=BHR50_18295
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3844465	3844842	+	WP_005017264.1	WP_005017264.1		30S ribosomal protein S12	rpsL		BHR50_RS18560	378	125	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3845006	3845476	+					rpsG		BHR50_RS18565	471		old_locus_tag=BHR50_18300
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3845006	3845476	+	WP_003806901.1	WP_003806901.1		30S ribosomal protein S7	rpsG		BHR50_RS18565	471	156	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3845494	3847596	+					fusA		BHR50_RS18570	2103		old_locus_tag=BHR50_18305
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3845494	3847596	+	WP_010931564.1	WP_010931564.1		elongation factor G	fusA		BHR50_RS18570	2103	700	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3847673	3848863	+					tuf		BHR50_RS18575	1191		old_locus_tag=BHR50_18310
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3847673	3848863	+	WP_003806883.1	WP_003806883.1		elongation factor Tu	tuf		BHR50_RS18575	1191	396	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3848927	3849238	+					rpsJ		BHR50_RS18580	312		old_locus_tag=BHR50_18315
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3848927	3849238	+	WP_003806903.1	WP_003806903.1		30S ribosomal protein S10	rpsJ		BHR50_RS18580	312	103	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3849596	3850285	+					rplC		BHR50_RS18585	690		old_locus_tag=BHR50_18320
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3849596	3850285	+	WP_010925687.1	WP_010925687.1		50S ribosomal protein L3	rplC		BHR50_RS18585	690	229	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3850290	3850907	+					rplD		BHR50_RS18590	618		old_locus_tag=BHR50_18325
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3850290	3850907	+	WP_010931565.1	WP_010931565.1		50S ribosomal protein L4	rplD		BHR50_RS18590	618	205	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3850904	3851200	+					rplW		BHR50_RS18595	297		old_locus_tag=BHR50_18330
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3850904	3851200	+	WP_003806906.1	WP_003806906.1		50S ribosomal protein L23	rplW		BHR50_RS18595	297	98	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3851201	3852028	+					rplB		BHR50_RS18600	828		old_locus_tag=BHR50_18335
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3851201	3852028	+	WP_003806907.1	WP_003806907.1		50S ribosomal protein L2	rplB		BHR50_RS18600	828	275	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3852041	3852316	+					rpsS		BHR50_RS18605	276		old_locus_tag=BHR50_18340
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3852041	3852316	+	WP_010931566.1	WP_010931566.1		30S ribosomal protein S19	rpsS		BHR50_RS18605	276	91	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3852320	3852649	+					rplV		BHR50_RS18610	330		old_locus_tag=BHR50_18345
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3852320	3852649	+	WP_010925688.1	WP_010925688.1		50S ribosomal protein L22	rplV		BHR50_RS18610	330	109	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3852659	3853450	+					rpsC		BHR50_RS18615	792		old_locus_tag=BHR50_18350
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3852659	3853450	+	WP_003806910.1	WP_003806910.1		30S ribosomal protein S3	rpsC		BHR50_RS18615	792	263	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3853453	3853869	+					rplP		BHR50_RS18620	417		old_locus_tag=BHR50_18355
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3853453	3853869	+	WP_003806911.1	WP_003806911.1		50S ribosomal protein L16	rplP		BHR50_RS18620	417	138	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3853880	3854071	+					rpmC		BHR50_RS18625	192		old_locus_tag=BHR50_18360
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3853880	3854071	+	WP_003806912.1	WP_003806912.1		50S ribosomal protein L29	rpmC		BHR50_RS18625	192	63	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3854073	3854354	+					rpsQ		BHR50_RS18630	282		old_locus_tag=BHR50_18365
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3854073	3854354	+	WP_003806913.1	WP_003806913.1		30S ribosomal protein S17	rpsQ		BHR50_RS18630	282	93	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3854521	3855384	-							BHR50_RS18635	864		old_locus_tag=BHR50_18370
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3854521	3855384	-	WP_010931567.1	WP_010931567.1		alpha/beta hydrolase			BHR50_RS18635	864	287	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3855471	3856898	-							BHR50_RS18640	1428		old_locus_tag=BHR50_18375
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3855471	3856898	-	WP_003806915.1	WP_003806915.1		NAD-dependent succinate-semialdehyde dehydrogenase			BHR50_RS18640	1428	475	
gene	pseudogene	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3857017	3857288	+							BHR50_RS20865	272		partial;pseudo
CDS	without_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3857017	3857288	+				aspartyl/asparaginyl beta-hydroxylase domain-containing protein			BHR50_RS20865	272		partial;pseudo
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3857791	3858159	+					rplN		BHR50_RS18650	369		old_locus_tag=BHR50_18385
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3857791	3858159	+	WP_003806916.1	WP_003806916.1		50S ribosomal protein L14	rplN		BHR50_RS18650	369	122	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3858170	3858490	+					rplX		BHR50_RS18655	321		old_locus_tag=BHR50_18390
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3858170	3858490	+	WP_003806917.1	WP_003806917.1		50S ribosomal protein L24	rplX		BHR50_RS18655	321	106	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3858503	3859042	+					rplE		BHR50_RS18660	540		old_locus_tag=BHR50_18395
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3858503	3859042	+	WP_003806918.1	WP_003806918.1		50S ribosomal protein L5	rplE		BHR50_RS18660	540	179	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3859055	3859360	+					rpsN		BHR50_RS18665	306		old_locus_tag=BHR50_18400
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3859055	3859360	+	WP_003806919.1	WP_003806919.1		30S ribosomal protein S14	rpsN		BHR50_RS18665	306	101	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3859371	3859766	+					rpsH		BHR50_RS18670	396		old_locus_tag=BHR50_18405
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3859371	3859766	+	WP_003806920.1	WP_003806920.1		30S ribosomal protein S8	rpsH		BHR50_RS18670	396	131	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3859777	3860310	+					rplF		BHR50_RS18675	534		old_locus_tag=BHR50_18410
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3859777	3860310	+	WP_010931568.1	WP_010931568.1		50S ribosomal protein L6	rplF		BHR50_RS18675	534	177	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3860332	3860694	+					rplR		BHR50_RS18680	363		old_locus_tag=BHR50_18415
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3860332	3860694	+	WP_003806922.1	WP_003806922.1		50S ribosomal protein L18	rplR		BHR50_RS18680	363	120	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3860710	3861234	+					rpsE		BHR50_RS18685	525		old_locus_tag=BHR50_18420
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3860710	3861234	+	WP_003806923.1	WP_003806923.1		30S ribosomal protein S5	rpsE		BHR50_RS18685	525	174	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3861238	3861423	+					rpmD		BHR50_RS18690	186		old_locus_tag=BHR50_18425
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3861238	3861423	+	WP_003806924.1	WP_003806924.1		50S ribosomal protein L30	rpmD		BHR50_RS18690	186	61	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3861433	3861873	+					rplO		BHR50_RS18695	441		old_locus_tag=BHR50_18430
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3861433	3861873	+	WP_003806925.1	WP_003806925.1		50S ribosomal protein L15	rplO		BHR50_RS18695	441	146	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3861888	3863213	+					secY		BHR50_RS18700	1326		old_locus_tag=BHR50_18435
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3861888	3863213	+	WP_003806926.1	WP_003806926.1		preprotein translocase subunit SecY	secY		BHR50_RS18700	1326	441	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3863223	3863441	+					infA		BHR50_RS18705	219		old_locus_tag=BHR50_18440
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3863223	3863441	+	WP_003806927.1	WP_003806927.1		translation initiation factor IF-1	infA		BHR50_RS18705	219	72	
gene	protein_coding	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3863476	3863589	+					rpmJ		BHR50_RS18710	114		old_locus_tag=BHR50_18445
CDS	with_protein	GCF_002442695.1	Primary Assembly	chromosome		NZ_CP017162.1	3863476	3863589	+	WP_003806928.1	WP_003806928.1		50S ribosomal protein L36	rpmJ		BHR50_RS18710	114	37	
